?parent_label	?label
"Protein analysis"	"Protein folding analysis"
"Protein analysis"	"Protein function analysis"
"Protein analysis"	"Protein identification"
"Protein analysis"	"Protein interaction analysis"
"Protein analysis"	"Protein interaction prediction"
"Protein analysis"	"Protein property calculation"
"Protein analysis"	"Protein secondary structure analysis"
"Protein analysis"	"Protein sequence alignment analysis"
"Protein analysis"	"Protein sequence analysis"
"Protein analysis"	"Protein structure analysis"
"Protein analysis"	"Protein structure comparison"
"Protein analysis"	"Sequence generation (protein)"
"Protein analysis"	"Transmembrane protein analysis"
"Protein architecture analysis"	"Protein architecture comparison"
"Protein architecture analysis"	"Protein architecture recognition"
"Protein binding site prediction"	"Protein-nucleic acid binding prediction"
"Protein comparison"	"Differential protein expression analysis"
"Protein comparison"	"Protein fold recognition"
"Protein comparison"	"Protein function comparison"
"Protein comparison"	"Protein property comparison"
"Protein comparison"	"Protein secondary structure comparison"
"Protein comparison"	"Protein sequence comparison"
"Protein comparison"	"Protein structure comparison"
"Protein cysteine and disulfide bond assignment"	"Cysteine bridge detection"
"Protein cysteine and disulfide bond assignment"	"Free cysteine detection"
"Protein cysteine and disulfide bond assignment"	"Metal-bound cysteine detection"
"Protein distance matrix calculation"	"Protein contact map calculation"
"Protein domain ID"	"CATH identifier"
"Protein domain ID"	"CDD ID"
"Protein domain ID"	"SCOP domain identifier"
"Protein domain classification format"	"CATH domain report format"
"Protein domain classification format"	"Raw CATH domain classification format"
"Protein domain classification format"	"Raw SCOP domain classification format"
"Protein domain recognition"	"Protein peeling"
"Protein expression"	"Protein modifications"
"Protein expression"	"Protein targeting and localisation"
"Protein expression"	"Protein variants"
"Protein family accession"	"Gene3D ID"
"Protein family accession"	"HAMAP ID"
"Protein family accession"	"InterPro accession"
"Protein family accession"	"PIRSF ID"
"Protein family accession"	"PRINTS code"
"Protein family accession"	"Pfam accession number"
"Protein family accession"	"Pfam clan ID"
"Protein family accession"	"ProDom accession number"
"Protein family accession"	"Protein family ID (GeneFarm)"
"Protein family accession"	"Protein family ID (PANTHER)"
"Protein family accession"	"SMART accession number"
"Protein family accession"	"Superfamily hidden Markov model number"
"Protein family accession"	"TCDB ID"
"Protein family accession"	"TIGRFam ID"
"Protein family identifier"	"Protein family accession"
"Protein family identifier"	"Protein family name"
"Protein family name"	"InterPro entry name"
"Protein family name"	"Pfam domain name"
"Protein family name"	"SMART domain name"
"Protein feature detection"	"Protein binding site prediction"
"Protein feature detection"	"Protein domain recognition"
"Protein feature detection"	"Protein fold recognition"
"Protein feature detection"	"Protein secondary structure prediction"
"Protein feature detection"	"Protein sequence feature detection"
"Protein feature detection"	"Protein structural motif recognition"
"Protein fold recognition"	"Protein threading"
"Protein fold recognition"	"Sequence-to-3D-profile alignment"
"Protein folding analysis"	"Protein folding pathway prediction"
"Protein folding analysis"	"Protein folding simulation"
"Protein folding analysis"	"Protein folding site prediction"
"Protein function analysis"	"Protein function comparison"
"Protein function analysis"	"Protein function prediction"
"Protein function comparison"	"Protein interaction network comparison"
"Protein function prediction"	"Protein subcellular localisation prediction"
"Protein function prediction"	"Protein-protein interaction prediction"
"Protein geometry calculation"	"Ramachandran plot calculation"
"Protein geometry report"	"Ramachandran plot"
"Protein geometry validation"	"Ramachandran plot validation"
"Protein hydropathy calculation"	"Protein aliphatic index calculation"
"Protein hydropathy calculation"	"Protein crystallizability prediction"
"Protein hydropathy calculation"	"Protein globularity prediction"
"Protein hydropathy calculation"	"Protein hydrophobic moment plotting"
"Protein hydropathy calculation"	"Protein hydrophobic region calculation"
"Protein hydropathy calculation"	"Protein solubility prediction"
"Protein hydropathy data"	"Peptide hydrophobic moment"
"Protein hydropathy data"	"Protein aliphatic index"
"Protein hydropathy data"	"Protein crystallizability"
"Protein hydropathy data"	"Protein globularity"
"Protein hydropathy data"	"Protein sequence hydropathy plot"
"Protein hydropathy data"	"Protein solubility"
"Protein identifier"	"Enzyme identifier"
"Protein identifier"	"Protein accession"
"Protein identifier"	"Protein name"
"Protein identifier"	"Transcription factor identifier"
"Protein image"	"Protein secondary structure image"
"Protein image"	"Protein structure image"
"Protein interaction ID"	"BIND accession number"
"Protein interaction ID"	"BioGRID interaction ID"
"Protein interaction ID"	"DIP ID"
"Protein interaction ID"	"IntAct accession number"
"Protein interaction ID"	"MINT ID"
"Protein interaction ID"	"MatrixDB interaction ID"
"Protein interaction ID"	"STRING ID"
"Protein interaction ID"	"iRefIndex ID"
"Protein interaction analysis"	"Protein interaction network analysis"
"Protein interaction analysis"	"Protein interaction raw data analysis"
"Protein interaction analysis"	"Protein-nucleic acid binding site analysis"
"Protein interaction format"	"PSI MI TAB (MITAB)"
"Protein interaction format"	"PSI MI XML (MIF)"
"Protein interaction format"	"STRING entry format (XML)"
"Protein interaction network analysis"	"Protein interaction network comparison"
"Protein interaction prediction"	"GPCR coupling selectivity prediction"
"Protein interaction prediction"	"Molecular docking"
"Protein interaction prediction"	"Peptide immunogenicity prediction"
"Protein interaction prediction"	"Protein binding site prediction"
"Protein interaction prediction"	"Protein-protein interaction prediction"
"Protein interaction report"	"Protein contact map"
"Protein interaction report"	"Protein distance matrix"
"Protein interaction report"	"Protein hydrogen bonds"
"Protein interaction report"	"Protein residue 3D cluster"
"Protein interaction report"	"Protein-ligand interaction report"
"Protein model validation"	"Maximum occurence analysis"
"Protein model validation"	"Protein geometry validation"
"Protein model validation"	"Residue bump detection"
"Protein model validation"	"Residue packing validation"
"Protein modelling"	"Protein modelling (backbone)"
"Protein modelling"	"Protein modelling (loops)"
"Protein modelling"	"Protein modelling (mutation)"
"Protein modelling"	"Protein modelling (side chains)"
"Protein modification ID"	"RESID ID"
"Protein modification ID"	"Unimod ID"
"Protein molecular weight calculation"	"Protein fragment weight comparison"
"Protein name"	"Enzyme name"
"Protein name"	"Kinase name"
"Protein name"	"Protein name (UniProt)"
"Protein name"	"Transcription factor name"
"Protein pH-dependent property calculation"	"Protein hydrogen exchange rate calculation"
"Protein pH-dependent property calculation"	"Protein isoelectric point calculation"
"Protein pH-dependent property calculation"	"Protein titration curve plotting"
"Protein property"	"Enzyme kinetics data"
"Protein property"	"Ordination plot"
"Protein property"	"Peptide identification"
"Protein property"	"Peptide immunogenicity data"
"Protein property"	"Peptide molecular weights"
"Protein property"	"Protein charge plot"
"Protein property"	"Protein dipole moment"
"Protein property"	"Protein extinction coefficient"
"Protein property"	"Protein hydrogen exchange rate"
"Protein property"	"Protein hydropathy data"
"Protein property"	"Protein ionisation curve"
"Protein property"	"Protein isoelectric point"
"Protein property"	"Protein optical density"
"Protein property"	"Protein pKa value"
"Protein property"	"Protein titration curve"
"Protein property"	"Rate of association"
"Protein property calculation"	"Protein hydropathy calculation"
"Protein property calculation"	"Protein property calculation (from sequence)"
"Protein property calculation"	"Protein property calculation (from structure)"
"Protein property calculation (from sequence)"	"3D-1D scoring matrix generation"
"Protein property calculation (from sequence)"	"Enzyme kinetics calculation"
"Protein property calculation (from sequence)"	"GPCR coupling selectivity prediction"
"Protein property calculation (from sequence)"	"Peptide immunogenicity prediction"
"Protein property calculation (from sequence)"	"Protein dipole moment calculation"
"Protein property calculation (from sequence)"	"Protein extinction coefficient calculation"
"Protein property calculation (from sequence)"	"Protein molecular weight calculation"
"Protein property calculation (from sequence)"	"Protein pH-dependent property calculation"
"Protein property calculation (from sequence)"	"Protein sequence cleavage"
"Protein property calculation (from structure)"	"3D-1D scoring matrix generation"
"Protein property calculation (from structure)"	"Protein flexibility and motion analysis"
"Protein property calculation (from structure)"	"Protein geometry calculation"
"Protein property calculation (from structure)"	"Residue interaction calculation"
"Protein property calculation (from structure)"	"Residue interaction prediction"
"Protein property comparison"	"Protein fragment weight comparison"
"Protein quantification"	"Label-free quantification"
"Protein quantification"	"Labeled quantification"
"Protein quantification"	"MRM/SRM"
"Protein report"	"Protein family report"
"Protein report"	"Protein features"
"Protein report"	"Protein structure report"
"Protein secondary structure analysis"	"Protein secondary structure comparison"
"Protein secondary structure assignment"	"Protein secondary structure assignment (from CD data)"
"Protein secondary structure assignment"	"Protein secondary structure assignment (from coordinate data)"
"Protein secondary structure assignment (from coordinate data)"	"Protein cysteine and disulfide bond assignment"
"Protein secondary structure comparison"	"Protein architecture comparison"
"Protein secondary structure comparison"	"Protein secondary structure alignment generation"
"Protein secondary structure format"	"dssp"
"Protein secondary structure format"	"hssp"
"Protein secondary structure image"	"Helical net"
"Protein secondary structure image"	"Helical wheel"
"Protein secondary structure prediction"	"Protein secondary structure prediction (coils)"
"Protein secondary structure prediction"	"Protein secondary structure prediction (disulfide bonds)"
"Protein secondary structure prediction"	"Protein secondary structure prediction (helices)"
"Protein secondary structure prediction"	"Protein secondary structure prediction (integrated)"
"Protein secondary structure prediction"	"Protein secondary structure prediction (turns)"
"Protein secondary structure prediction"	"Protein super-secondary structure prediction"
"Protein secondary structure prediction"	"Transmembrane protein prediction"
"Protein sequence"	"Protein sequence (raw)"
"Protein sequence"	"Protein sequence record"
"Protein sequence alignment analysis"	"Residue interaction prediction"
"Protein sequence analysis"	"Protein fold recognition"
"Protein sequence analysis"	"Protein property calculation (from sequence)"
"Protein sequence analysis"	"Protein secondary structure prediction"
"Protein sequence analysis"	"Protein sequence comparison"
"Protein sequence analysis"	"Protein sequence feature detection"
"Protein sequence analysis"	"Protein structure prediction"
"Protein sequence feature detection"	"Epitope mapping"
"Protein sequence feature detection"	"Protein cleavage site prediction"
"Protein sequence feature detection"	"Protein folding site prediction"
"Protein sequence feature detection"	"Protein post-translation modification site prediction"
"Protein sequence feature detection"	"Protein signal peptide detection"
"Protein sequence-structure scoring matrix"	"3D-1D scoring matrix"
"Protein signal peptide detection"	"Protein signal peptide detection (bacteria)"
"Protein signal peptide detection"	"Protein signal peptide detection (eukaryotes)"
"Protein sites, features and motifs"	"Protein binding sites"
"Protein structure"	"C-alpha trace"
"Protein structure"	"Protein atom"
"Protein structure"	"Protein chain"
"Protein structure"	"Protein complex"
"Protein structure"	"Protein domain"
"Protein structure"	"Protein residue"
"Protein structure"	"Protein structural motif"
"Protein structure"	"Protein-ligand complex"
"Protein structure analysis"	"Protein architecture analysis"
"Protein structure analysis"	"Protein disordered structure"
"Protein structure analysis"	"Protein domain recognition"
"Protein structure analysis"	"Protein fold recognition"
"Protein structure analysis"	"Protein folding, stability and design"
"Protein structure analysis"	"Protein folds and structural domains"
"Protein structure analysis"	"Protein model validation"
"Protein structure analysis"	"Protein modelling"
"Protein structure analysis"	"Protein property calculation (from structure)"
"Protein structure analysis"	"Protein secondary structure"
"Protein structure analysis"	"Protein secondary structure assignment (from coordinate data)"
"Protein structure analysis"	"Protein structural motif recognition"
"Protein structure analysis"	"Protein structural motifs and surfaces"
"Protein structure analysis"	"Protein structure assignment"
"Protein structure prediction"	"Ab initio structure prediction"
"Protein structure prediction"	"Protein modelling"
"Protein structure prediction"	"Protein quaternary structure prediction"
"Protein structure raw data"	"Protein NMR data"
"Protein structure raw data"	"Protein X-ray crystallographic data"
"Protein structure raw data"	"Protein circular dichroism (CD) spectroscopic data"
"Protein structure report"	"Protein geometry report"
"Protein structure report"	"Protein interaction report"
"Protein structure report"	"Protein secondary structure report"
"Protein structure report"	"Protein solvent accessibility report"
"Protein structure report"	"Protein structural quality report"
"Protein structure report (quality evaluation) format"	"Pcons report format"
"Protein structure report (quality evaluation) format"	"ProQ report format"
"Protein subcellular localisation prediction"	"Protein signal peptide detection"
"Protein-nucleic acid binding prediction"	"Zinc finger prediction"
"Proteins"	"Enzymes"
"Proteins"	"Gene and protein families"
"Proteins"	"Membrane and lipoproteins"
"Proteins"	"Protein expression"
"Proteins"	"Protein interactions"
"Proteins"	"Protein properties"
"Proteins"	"Protein sites, features and motifs"
"Proteins"	"Protein structure analysis"
"Proteins"	"Transcription factors and regulatory sites"
"PubChem ID"	"PubChem CID"
"PubChem ID"	"PubChem bioassay ID"
"Purchase cost"	"Free"
"Purchase cost"	"Not Free"
"Python"	"Python 2.6"@en
"Python"	"Python 2.7"@en
"Q"@en	"Q 4.2"@en
"QSAR descriptor"	"QSAR descriptor (constitutional)"
"QSAR descriptor"	"QSAR descriptor (electronic)"
"QSAR descriptor"	"QSAR descriptor (geometrical)"
"QSAR descriptor"	"QSAR descriptor (molecular)"
"QSAR descriptor"	"QSAR descriptor (topological)"
"QuantArray scanner software"	"QuantArray version 2"
"QuantArray scanner software"	"QuantArray, PackaardBiochip technologies"
"Query and retrieval"	"Data retrieval"
"Query and retrieval"	"Database search"
"Query and retrieval"	"web content search"
"R software"	"'AffyCompatible'"
"R software"	"'AffyExpress'"
"R software"	"'AnnotationDbi'"
"R software"	"'ArrayTools'"
"R software"	"'BCRANK'"
"R software"	"'BGmix'"
"R software"	"'BSgenome'"
"R software"	"'BicARE'"
"R software"	"'BioMVCClass'"
"R software"	"'Biobase'"
"R software"	"'BiocCaseStudies'"
"R software"	"'Biostrings'"
"R software"	"'BufferedMatrix'"
"R software"	"'BufferedMatrixMethods'"
"R software"	"'CALIB'"
"R software"	"'CAMERA'"
"R software"	"'CGHbase'"
"R software"	"'CGHcall'"
"R software"	"'CGHregions'"
"R software"	"'CMA'"
"R software"	"'CORREP'"
"R software"	"'ChemmineR'"
"R software"	"'CoCiteStats'"
"R software"	"'DEDS'"
"R software"	"'DFP'"
"R software"	"'DNAcopy'"
"R software"	"'DynDoc'"
"R software"	"'EBImage'"
"R software"	"'EBarrays'"
"R software"	"'affycoretools'"
"R software"	"'annotate'"
"R software"	"'apComplex'"
"R software"	"'beadarray'"
"R software"	"'beadarraySNP'"
"R software"	"'betr'"
"R software"	"'biocDatasets'"
"R software"	"'biocGraph'"
"R software"	"'biocViews'"
"R software"	"'bridge'"
"R software"	"'cellHTS'"
"R software"	"'cellHTS2'"
"R software"	"'clusterStab'"
"R software"	"'codelink'"
"R software"	"'diffGeneAnalysis'"
"R software"	"'domainsignatures'"
"R software"	"'dualKS'"
"R software"	"'edgeR'"
"R software"	"'explorase'"
"R software"	"'externalVector'"
"R software"	"'gaggle'"
"R software"	"'genArise'"
"R software"	"50-50 MANOVA"
"R software"	"ABarray"
"R software"	"Agi4x44PreProcess"
"R software"	"Algorithms for Calculating Microarray Enrichment"
"R software"	"Annotation-Driven Clustering"
"R software"	"Array Comparative Genomic Hybridization"
"R software"	"ArrayExpress Bioconductor"
"R software"	"BAC"
"R software"	"Category"
"R software"	"GEOmetadb"
"R software"	"GEOquery"
"R software"	"GGBase"
"R software"	"GGtools"
"R software"	"GLAD"
"R software"	"GOSemSim"
"R software"	"GOstats"
"R software"	"GSEABase"
"R software"	"GSEAlm"
"R software"	"GeneR"
"R software"	"GeneRegionScan"
"R software"	"GeneRfold"
"R software"	"GeneSelectMMD"
"R software"	"GeneSelector"
"R software"	"GeneSpring"
"R software"	"GeneTraffic"
"R software"	"GeneticsBase"
"R software"	"GeneticsDesign"
"R software"	"GeneticsPed"
"R software"	"GenomeGraphs"
"R software"	"GlobalAncova"
"R software"	"GraphAT"
"R software"	"GraphAlignment"
"R software"	"HELP"
"R software"	"HEM"
"R software"	"Harshlight"
"R software"	"Heatplus"
"R software"	"HilbertVis"
"R software"	"HilbertVisGUI"
"R software"	"IRanges"
"R software"	"ITALICS"
"R software"	"Icens"
"R software"	"KCsmart"
"R software"	"KEGGSOAP"
"R software"	"KEGGgraph"
"R software"	"LBE"
"R software"	"LMGene"
"R software"	"LPE"
"R software"	"LPEadj"
"R software"	"MANOR"
"R software"	"MCRestimate"
"R software"	"MEDME"
"R software"	"MLInterfaces"
"R software"	"MVCClass"
"R software"	"MantelCorr"
"R software"	"MassSpecWavelet"
"R software"	"MeasurementError.cor"
"R software"	"MergeMaid"
"R software"	"Mfuzz"
"R software"	"MiPP"
"R software"	"OCplus"
"R software"	"OLIN"
"R software"	"OLINgui"
"R software"	"OrderedList"
"R software"	"OutlierD"
"R software"	"PAnnBuilder"
"R software"	"PCpheno"
"R software"	"PGSEA"
"R software"	"PLPE"
"R software"	"PROcess"
"R software"	"RBGL"
"R software"	"RBioinf"
"R software"	"RLMM"
"R software"	"RMAGEML"
"R software"	"RNAither"
"R software"	"ROC"
"R software"	"RWebServices"
"R software"	"RankProd"
"R software"	"RbcBook1"
"R software"	"Rdbi"
"R software"	"RdbiPgSQL"
"R software"	"Rdisop"
"R software"	"RefPlus"
"R software"	"Resourcerer"
"R software"	"Rgraphviz"
"R software"	"Ringo"
"R software"	"Rintact"
"R software"	"Rmagpie"
"R software"	"RpsiXML"
"R software"	"Rredland"
"R software"	"Rtreemix"
"R software"	"Ruuid"
"R software"	"SAGx"
"R software"	"SBMLR"
"R software"	"SIM"
"R software"	"SLGI"
"R software"	"SLqPCR"
"R software"	"SMAP"
"R software"	"SNPchip"
"R software"	"SPIA"
"R software"	"SSPA"
"R software"	"ScISI"
"R software"	"ShortRead"
"R software"	"TargetSearch"
"R software"	"TypeInfo"
"R software"	"VanillaICE"
"R software"	"XDE"
"R software"	"affxparser"
"R software"	"affy"
"R software"	"affyContam"
"R software"	"affyImGUI"
"R software"	"affyPara"
"R software"	"affyQCReport"
"R software"	"affyTiling"
"R software"	"affycomp"
"R software"	"affyio"
"R software"	"affypdnn"
"R software"	"altcdfenvs"
"R software"	"annaffy"
"R software"	"annotationTools"
"R software"	"aroma.light"
"R software"	"arrayMvout"
"R software"	"arrayQuality"
"R software"	"arrayQualityMetrics"
"R software"	"bgafun"
"R software"	"bgx"
"R software"	"bioDist"
"R software"	"biomaRT"
"R software"	"cghMCR"
"R software"	"convert"
"R software"	"copa"
"R software"	"cosmo"
"R software"	"cosmoGUI"
"R software"	"crlmm"
"R software"	"ctc"
"R software"	"daMA"
"R software"	"dyebias"
"R software"	"ecolitk"
"R software"	"edd"
"R software"	"exonmap"
"R software"	"factDesign"
"R software"	"fbat"
"R software"	"fdrame"
"R software"	"flagme"
"R software"	"flowClust"
"R software"	"flowCore"
"R software"	"flowFlowJo"
"R software"	"flowQ"
"R software"	"flowStats"
"R software"	"flowUtils"
"R software"	"flowViz"
"R software"	"gaga"
"R software"	"gcrma"
"R software"	"gene2pathway"
"R software"	"geneRecommender"
"R software"	"genefilter"
"R software"	"genemeta"
"R software"	"geneplotter"
"R software"	"genomeIntervals"
"R software"	"globaltest"
"R software"	"goProfiles"
"R software"	"goTools"
"R software"	"gpls"
"R software"	"graph"
"R software"	"hexbin"
"R software"	"hopach"
"R software"	"hypergraph"
"R software"	"idiogram"
"R software"	"impute"
"R software"	"iterativeBMA"
"R software"	"iterativeBMAsurv"
"R software"	"keggorth"
"R software"	"lapmix"
"R software"	"libSBML"@en
"R software"	"limma"
"R software"	"limmaGUI"
"R software"	"logicFS"
"R software"	"logitT"
"R software"	"lumi"
"R software"	"maCorrPlot"
"R software"	"maDB"
"R software"	"maSigPro"
"R software"	"maanova"
"R software"	"macat"
"R software"	"made4"
"R software"	"maigesPack"
"R software"	"makePlatformDesign"
"R software"	"makecdfenv"
"R software"	"marray"
"R software"	"matchprobes"
"R software"	"mdqc"
"R software"	"metaArray"
"R software"	"metahdep"
"R software"	"miRNApath"
"R software"	"microRNA"
"R software"	"minet"
"R software"	"multiscan"
"R software"	"multtest"
"R software"	"nem"
"R software"	"nnNorm"
"R software"	"nudge"
"R software"	"occugene"
"R software"	"oligo"
"R software"	"oligoClasses"
"R software"	"oneChannelGUI"
"R software"	"ontoTools"
"R software"	"pamr"
"R software"	"panp"
"R software"	"parody"
"R software"	"pathRender"
"R software"	"pcaMethods"
"R software"	"pcot2"
"R software"	"pdInfoBuilder"
"R software"	"pdmclass"
"R software"	"pgUtils"
"R software"	"pickgene"
"R software"	"pkgDepTools"
"R software"	"plgem"
"R software"	"plier"
"R software"	"plw"
"R software"	"ppiStats"
"R software"	"prada"
"R software"	"preprocessCore"
"R software"	"puma"
"R software"	"qpcrNorm"
"R software"	"qpgraph"
"R software"	"quantsmooth"
"R software"	"qvalue"
"R software"	"rHVDM"
"R software"	"rMAT"
"R software"	"rama"
"R software"	"rbsurv"
"R software"	"reb"
"R software"	"rflowcyt"
"R software"	"rsbml"
"R software"	"rtracklayer"
"R software"	"safe"
"R software"	"sagenhaft"
"R software"	"seqLogo"
"R software"	"sigPathway"
"R software"	"siggenes"
"R software"	"simpleaffy"
"R software"	"simulatorAPMS"
"R software"	"sizepower"
"R software"	"snapCGH"
"R software"	"snpMatrix"
"R software"	"spikeLI"
"R software"	"spkTools"
"R software"	"splicegear"
"R software"	"splots"
"R software"	"spotSegmentation"
"R software"	"sscore"
"R software"	"ssize"
"R software"	"stam"
"R software"	"stepNorm"
"R software"	"tilingArray"
"R software"	"timecourse"
"R software"	"tkWidgets"
"R software"	"topGO"
"R software"	"tspair"
"R software"	"twilight"
"R software"	"vbmp"
"R software"	"vsn"
"R software"	"weaver"
"R software"	"webbioc"
"R software"	"widgetTools"
"R software"	"xcms"
"R software"	"xmapbridge"
"R software"	"xps"
"R software"	"yaqcaffy"
"RDF"	"RDF-XML"
"RDF format"	"JSON-LD"
"RDF format"	"N-Triples"
"RDF format"	"Notation3"
"RDF format"	"OWL format"
"RDF format"	"RDF/XML"
"RDF format"	"Turtle"
"RDF format"	"UniProtKB RDF"
"RDF-XML"	"BioPAX RDF/XML format"@en
"RMAExpress"	"RMAExpress 2.0"
"RMAExpress"	"RMAExpress quantification"
"RNA"	"Functional, regulatory and non-coding RNA"
"RNA"	"Gene transcripts"
"RNA"	"RNA splicing"
"RNA family identifier"	"RFAM accession"
"RNA family identifier"	"RFAM name"
"RNA secondary structure analysis"	"RNA secondary structure alignment"
"RNA secondary structure analysis"	"RNA secondary structure prediction"
"RNA secondary structure analysis"	"RNA structure covariance model generation"
"RNA secondary structure format"	"CT"
"RNA secondary structure format"	"Dot-bracket format"
"RNA secondary structure format"	"RNAML"
"RNA secondary structure format"	"SS"
"RNA secondary structure prediction"	"RNA secondary structure prediction (shape-based)"
"RNA sequence"	"RNA sequence (raw)"
"RNA structure"	"RNA secondary structure"
"RNA structure"	"tRNA structure"
"RNA-Seq analysis"	"RNA-seq read count analysis"
"RNA-Seq analysis"	"RNA-seq time series data analysis"
"Raw image"	"2D PAGE image"
"Raw image"	"MRI image"
"Raw image"	"Microarray spots image"
"Raw image"	"Northern blot image"
"Raw sequence"	"Nucleic acid sequence (raw)"
"Raw sequence"	"Protein sequence (raw)"
"Raw sequence format"	".nib"
"Raw sequence format"	"2bit"
"Raw sequence format"	"BioJSON (BioXSD)"
"Raw sequence format"	"BioXSD (XML)"
"Raw sequence format"	"BioYAML"
"Raw sequence format"	"ambiguous"
"Raw sequence format"	"completely unambiguous"
"Raw sequence format"	"nucleotide"
"Raw sequence format"	"protein"
"Raw sequence format"	"pure"
"Raw sequence format"	"raw"
"Raw sequence format"	"unambiguous sequence"
"Raw sequence format"	"unpure"
"Reaction ID"	"Reaction ID (BioCyc)"
"Reaction ID"	"Reaction ID (KEGG)"
"Reaction ID"	"Reaction ID (MACie)"
"Reaction ID"	"Reaction ID (Rhea)"
"Reaction ID"	"Reaction ID (SABIO-RK)"
"Reaction ID (SABIO-RK)"	"Reaction kinetics ID (SABIO-RK)"
"Reaction data"	"Enzyme kinetics data"
"Read mapping"	"Split read mapping"
"RefSeq accession"	"Clone ID (RefSeq)"
"RefSeq accession"	"Gene ID (NCBI)"
"RefSeq accession"	"RefSeq accession (protein)"
"Regulatory element prediction"	"Conserved transcription regulatory sequence identification"
"Regulatory element prediction"	"Matrix/scaffold attachment site prediction"
"Regulatory element prediction"	"Promoter prediction"
"Regulatory element prediction"	"Transcription regulatory element prediction (DNA-cis)"
"Regulatory element prediction"	"Transcription regulatory element prediction (RNA-cis)"
"Regulatory element prediction"	"Transcription regulatory element prediction (trans)"
"Repeat sequence analysis"	"Repeat sequence detection"
"Repeat sequence analysis"	"Repeat sequence organisation analysis"
"Report"	"Biodiversity report"
"Report"	"Biosafety report"
"Report"	"Clinical trial report"
"Report"	"Data index report"
"Report"	"Experiment report"
"Report"	"Genotype/phenotype report"
"Report"	"Image metadata"
"Report"	"Isolation report"
"Report"	"Nucleic acid report"
"Report"	"Organism report"
"Report"	"Over-representation report"
"Report"	"Protein report"
"Report"	"Reference sample report"
"Report"	"Resource metadata"
"Report"	"Sequence alignment report"
"Report"	"Sequence report"
"Report"	"Sequence signature report"
"Report"	"Structure alignment report"
"Report"	"Structure report"
"Report"	"Text mining report"
"Residue distance calculation"	"Protein distance matrix calculation"
"Residue distance calculation"	"Residue cluster calculation"
"Residue interaction calculation"	"Hydrogen bond calculation"
"Residue interaction calculation"	"Metal-bound cysteine detection"
"Residue interaction calculation"	"Protein-metal contact calculation"
"Residue interaction calculation"	"Residue distance calculation"
"Residue interaction calculation"	"Salt bridge calculation"
"Resource metadata"	"Database entry metadata"
"Resource metadata"	"Database metadata"
"Resource metadata"	"Ontology metadata"
"Resource metadata"	"Sample annotation"
"Resource metadata"	"System metadata"
"Resource metadata"	"Tool metadata"
"Resource metadata"	"User metadata"
"Resource metadata"	"Workflow metadata"
"Restriction site recognition"	"Restriction map drawing"
"Restrictions on derivative software"	"Permission required for derivative work"@en
"Restrictions on derivative software"	"derivative code linked same license"
"Restrictions on derivative software"	"derivative code same license"
"SCOP domain identifier"	"SCOP concise classification string (sccs)"
"SCOP domain identifier"	"SCOP sunid"
"SGD ID"	"Gene ID (SGD)"
"SGD ID"	"Locus ID (SGD)"
"SMILES"	"smarts"
"SNP detection"	"SNP calling"
"SPSS"@en	"SPSS 20.0"@en
"SQLite format"	"Gemini SQLite format"
"Safety sciences"	"Pharmacovigilence"
"Safety sciences"	"Toxicology"
"Sample collections"	"Biobank"
"Sample collections"	"Cell culture collection"
"Sample collections"	"Clone library"
"Sample collections"	"Microbial collection"
"Sample collections"	"Mouse clinic"
"Scaffolding"	"Scaffold gap completion"
"ScanArray"	"ScanArray v3.1 software"
"Score"	"Alignment score or penalty"
"Score"	"Localisation score"
"Score"	"Sequence similarity score"
"Score"	"Statistical estimate score"
"Score"	"Structure similarity score"
"Secondary structure alignment"	"Secondary structure alignment (RNA)"
"Secondary structure alignment"	"Secondary structure alignment (protein)"
"Secondary structure comparison"	"Protein secondary structure comparison"
"Sequence"	"Nucleic acid sequence"
"Sequence"	"Protein sequence"
"Sequence"	"Raw sequence"
"Sequence"	"Sequence record"
"Sequence Alignment and Modeling System"@en	"SAM 3.5"@en
"Sequence accession"	"Sequence accession (hybrid)"
"Sequence accession"	"Sequence accession (nucleic acid)"
"Sequence accession"	"Sequence accession (protein)"
"Sequence accession (hybrid)"	"GI number"
"Sequence accession (hybrid)"	"NCBI version"
"Sequence accession (hybrid)"	"RefSeq accession"
"Sequence accession (nucleic acid)"	"ASTD ID"
"Sequence accession (nucleic acid)"	"EMBL/GenBank/DDBJ ID"
"Sequence accession (nucleic acid)"	"REDIdb ID"
"Sequence accession (nucleic acid)"	"UNITE accession"
"Sequence accession (nucleic acid)"	"UTR accession"
"Sequence accession (nucleic acid)"	"UniSTS accession"
"Sequence accession (protein)"	"Gramene identifier"
"Sequence accession (protein)"	"IPI protein ID"
"Sequence accession (protein)"	"PIR identifier"
"Sequence accession (protein)"	"TAIR accession (protein)"
"Sequence accession (protein)"	"UniParc accession"
"Sequence accession (protein)"	"UniProt accession"
"Sequence alignment"	"Constrained sequence alignment"
"Sequence alignment"	"Genome alignment"
"Sequence alignment"	"Global alignment"
"Sequence alignment"	"Local alignment"
"Sequence alignment"	"Multiple sequence alignment"
"Sequence alignment"	"Pairwise sequence alignment"
"Sequence alignment"	"Profile-profile alignment"
"Sequence alignment"	"Read mapping"
"Sequence alignment"	"Sequence alignment (hybrid)"
"Sequence alignment"	"Sequence alignment (nucleic acid)"
"Sequence alignment"	"Sequence alignment (pair)"
"Sequence alignment"	"Sequence alignment (protein)"
"Sequence alignment"	"Sequence-to-profile alignment"
